No Detection Results (Hz):
478000000	-67.500130	-72.071600
479000000	-76.820267	-72.071600
480000000	-75.571640	-72.071600
481000000	-76.948647	-72.071600
482000000	-77.276428	-72.071600
483000000	-77.426392	-72.071600
484000000	-77.207535	-72.071600
485000000	-77.429855	-72.071600
486000000	-77.198967	-72.071600
487000000	-77.406921	-72.071600
488000000	-77.364624	-72.071600
489000000	-77.716011	-72.071600
490000000	-76.451836	-72.071600
491000000	-77.185036	-72.071600
492000000	-77.177315	-72.071600
493000000	-76.873833	-72.071600
503000000	-76.676048	-72.071600
504000000	-76.800011	-72.071600
505000000	-76.909737	-72.071600
506000000	-76.847015	-72.071600
507000000	-76.710220	-72.071600
508000000	-77.235443	-72.071600
509000000	-76.798103	-72.071600
510000000	-77.203041	-72.071600
511000000	-77.186813	-72.071600
512000000	-77.103294	-72.071600
513000000	-76.480576	-72.071600
514000000	-76.867935	-72.071600
515000000	-76.852890	-72.071600
516000000	-76.720612	-72.071600
517000000	-76.424767	-72.071600
527000000	-75.586258	-72.071600
528000000	-75.840538	-72.071600
529000000	-76.927238	-72.071600
530000000	-76.087410	-72.071600
531000000	-76.377785	-72.071600
532000000	-76.103775	-72.071600
533000000	-75.605988	-72.071600
534000000	-74.767815	-72.071600
535000000	-76.435493	-72.071600
536000000	-76.958061	-72.071600
537000000	-75.295776	-72.071600
538000000	-74.869453	-72.071600
539000000	-73.873932	-72.071600
540000000	-75.763763	-72.071600
541000000	-77.063782	-72.071600
542000000	-73.943626	-72.071600
543000000	-74.774017	-72.071600
544000000	-74.679283	-72.071600
545000000	-73.945633	-72.071600
546000000	-73.904068	-72.071600
547000000	-73.306404	-72.071600
548000000	-73.146095	-72.071600
549000000	-72.601913	-72.071600
550000000	-73.890945	-72.071600
551000000	-74.918579	-72.071600
552000000	-74.608734	-72.071600
553000000	-74.593842	-72.071600
554000000	-74.574867	-72.071600
555000000	-74.914444	-72.071600
556000000	-75.290405	-72.071600
557000000	-76.038895	-72.071600
558000000	-75.375191	-72.071600
559000000	-76.147675	-72.071600
560000000	-75.302490	-72.071600
561000000	-75.363464	-72.071600
562000000	-75.859032	-72.071600
563000000	-76.092857	-72.071600
564000000	-75.421432	-72.071600
565000000	-75.061554	-72.071600
566000000	-75.673592	-72.071600
567000000	-75.408821	-72.071600
568000000	-74.928543	-72.071600
569000000	-75.014938	-72.071600
570000000	-76.052750	-72.071600
571000000	-75.288635	-72.071600
572000000	-76.140610	-72.071600
573000000	-76.942513	-72.071600
574000000	-76.652496	-72.071600
575000000	-77.291985	-72.071600
576000000	-77.059166	-72.071600
577000000	-77.596733	-72.071600
578000000	-77.608261	-72.071600
579000000	-77.798462	-72.071600
580000000	-77.616089	-72.071600
581000000	-77.843147	-72.071600
582000000	-77.605423	-72.071600
583000000	-77.359917	-72.071600
584000000	-76.797729	-72.071600
585000000	-77.487358	-72.071600
586000000	-77.237076	-72.071600
587000000	-77.028801	-72.071600
588000000	-76.667641	-72.071600
589000000	-77.449883	-72.071600
590000000	-77.116035	-72.071600
591000000	-76.781693	-72.071600
592000000	-77.156761	-72.071600
593000000	-77.688828	-72.071600
594000000	-77.710098	-72.071600
595000000	-77.585579	-72.071600
596000000	-76.755577	-72.071600
597000000	-77.542191	-72.071600
598000000	-77.431923	-72.071600
599000000	-77.593117	-72.071600
600000000	-77.355690	-72.071600
601000000	-77.718185	-72.071600
602000000	-77.306976	-72.071600
603000000	-77.852386	-72.071600
604000000	-78.276939	-72.071600
605000000	-78.320740	-72.071600
606000000	-77.771919	-72.071600
607000000	-77.594345	-72.071600
608000000	-77.852592	-72.071600
609000000	-77.616615	-72.071600
610000000	-77.624168	-72.071600
611000000	-77.685539	-72.071600
612000000	-77.798332	-72.071600
613000000	-77.628960	-72.071600
614000000	-77.338005	-72.071600
615000000	-76.671127	-72.071600
616000000	-76.870415	-72.071600
617000000	-76.642113	-72.071600
618000000	-76.619583	-72.071600
619000000	-75.614342	-72.071600
620000000	-76.585632	-72.071600
621000000	-76.593086	-72.071600
622000000	-77.392563	-72.071600
623000000	-77.646881	-72.071600
624000000	-77.583542	-72.071600
625000000	-78.030846	-72.071600
626000000	-77.946030	-72.071600
627000000	-77.869606	-72.071600
628000000	-77.810379	-72.071600
629000000	-77.748024	-72.071600
630000000	-77.807274	-72.071600
631000000	-77.711441	-72.071600
632000000	-77.734795	-72.071600
633000000	-78.085983	-72.071600
634000000	-78.007355	-72.071600
635000000	-77.724640	-72.071600
636000000	-77.314911	-72.071600
637000000	-77.731155	-72.071600
638000000	-77.677071	-72.071600
639000000	-77.795006	-72.071600
640000000	-77.620461	-72.071600
641000000	-77.580742	-72.071600
642000000	-77.497833	-72.071600
643000000	-77.861603	-72.071600
644000000	-77.737831	-72.071600
645000000	-77.652275	-72.071600
646000000	-77.604912	-72.071600
647000000	-77.735237	-72.071600
648000000	-77.616898	-72.071600
649000000	-77.826241	-72.071600
650000000	-77.668953	-72.071600
651000000	-77.815865	-72.071600
652000000	-77.652458	-72.071600
653000000	-77.351067	-72.071600
654000000	-77.851685	-72.071600
655000000	-77.582375	-72.071600
656000000	-77.156921	-72.071600
657000000	-77.523827	-72.071600
658000000	-77.755447	-72.071600
659000000	-77.914948	-72.071600
660000000	-77.992790	-72.071600
661000000	-77.254486	-72.071600
662000000	-77.798996	-72.071600
663000000	-77.664406	-72.071600
664000000	-77.530983	-72.071600
665000000	-77.684845	-72.071600
666000000	-77.664894	-72.071600
667000000	-77.442535	-72.071600
668000000	-77.336273	-72.071600
669000000	-77.371040	-72.071600
670000000	-77.924957	-72.071600
671000000	-77.756783	-72.071600
672000000	-77.733070	-72.071600
673000000	-77.820755	-72.071600
674000000	-77.396530	-72.071600
675000000	-77.894676	-72.071600
676000000	-77.763756	-72.071600
677000000	-77.399086	-72.071600
678000000	-77.514366	-72.071600
679000000	-78.107254	-72.071600
680000000	-77.186005	-72.071600
681000000	-77.341187	-72.071600
682000000	-77.683441	-72.071600
683000000	-77.123306	-72.071600
684000000	-77.624352	-72.071600
685000000	-77.672699	-72.071600
686000000	-77.342445	-72.071600
687000000	-77.220612	-72.071600
688000000	-77.519623	-72.071600
689000000	-77.248856	-72.071600
690000000	-77.159744	-72.071600
691000000	-77.124504	-72.071600
692000000	-77.187843	-72.071600
693000000	-77.058273	-72.071600
703000000	-74.417641	-72.071600
704000000	-73.777740	-72.071600
705000000	-74.041023	-72.071600
706000000	-73.786018	-72.071600
707000000	-73.788940	-72.071600
708000000	-74.520973	-72.071600
709000000	-74.126823	-72.071600
710000000	-76.409821	-72.071600
711000000	-77.961555	-72.071600
712000000	-77.846970	-72.071600
713000000	-77.745331	-72.071600
714000000	-77.865356	-72.071600
715000000	-78.045715	-72.071600
716000000	-77.801041	-72.071600
717000000	-77.800003	-72.071600
727000000	-77.343185	-72.071600
728000000	-77.622124	-72.071600
729000000	-77.748276	-72.071600
730000000	-77.924034	-72.071600
731000000	-77.856308	-72.071600
732000000	-77.977165	-72.071600
733000000	-78.034775	-72.071600
734000000	-77.881523	-72.071600
735000000	-77.904060	-72.071600
736000000	-77.753639	-72.071600
737000000	-77.869034	-72.071600
738000000	-77.829132	-72.071600
739000000	-77.598236	-72.071600
740000000	-77.369057	-72.071600
741000000	-77.238358	-72.071600
742000000	-77.919106	-72.071600
743000000	-77.365219	-72.071600
744000000	-77.401543	-72.071600
745000000	-77.528214	-72.071600
746000000	-77.284805	-72.071600
747000000	-77.349228	-72.071600
748000000	-77.469742	-72.071600
749000000	-77.326744	-72.071600
750000000	-77.677727	-72.071600
751000000	-77.508820	-72.071600
752000000	-77.292183	-72.071600
753000000	-77.510010	-72.071600
754000000	-77.394310	-72.071600
755000000	-77.703163	-72.071600
756000000	-77.406380	-72.071600
757000000	-77.481033	-72.071600
767000000	-77.657158	-72.071600
768000000	-77.643890	-72.071600
769000000	-77.984161	-72.071600
770000000	-77.705719	-72.071600
771000000	-77.541512	-72.071600
772000000	-77.894821	-72.071600
773000000	-77.744041	-72.071600
774000000	-77.939476	-72.071600
775000000	-77.604820	-72.071600
776000000	-77.904472	-72.071600
777000000	-77.704178	-72.071600
778000000	-77.549744	-72.071600
779000000	-77.795227	-72.071600
780000000	-77.821266	-72.071600
781000000	-77.815834	-72.071600
782000000	-77.372513	-72.071600
783000000	-77.595940	-72.071600
784000000	-77.634468	-72.071600
785000000	-77.552956	-72.071600
786000000	-77.508659	-72.071600
787000000	-77.751282	-72.071600
788000000	-77.305695	-72.071600
789000000	-77.620155	-72.071600
790000000	-73.708839	-72.071600
791000000	-62.344574	-72.071600
792000000	-47.862404	-72.071600
793000000	-41.216457	-72.071600
794000000	-44.906410	-72.071600
795000000	-43.169231	-72.071600
796000000	-46.496223	-72.071600
797000000	-46.254631	-72.071600
798000000	-43.678085	-72.071600
799000000	-47.259731	-72.071600
800000000	-52.103886	-72.071600
801000000	-61.696758	-72.071600
802000000	-58.945347	-72.071600
803000000	-62.446159	-72.071600
804000000	-57.981819	-72.071600
805000000	-60.575706	-72.071600
806000000	-60.063995	-72.071600
807000000	-60.422878	-72.071600
808000000	-49.729759	-72.071600
809000000	-59.794529	-72.071600
810000000	-64.365494	-72.071600
811000000	-67.708244	-72.071600
812000000	-62.043728	-72.071600
813000000	-56.287796	-72.071600
814000000	-56.411659	-72.071600
815000000	-55.518585	-72.071600
816000000	-55.639938	-72.071600
817000000	-56.853962	-72.071600
818000000	-56.386185	-72.071600
819000000	-56.522114	-72.071600
820000000	-60.004963	-72.071600
821000000	-71.246864	-72.071600
822000000	-77.843140	-72.071600
823000000	-77.818092	-72.071600
824000000	-77.703857	-72.071600
825000000	-77.856804	-72.071600
826000000	-77.703697	-72.071600
827000000	-77.842583	-72.071600
828000000	-77.927139	-72.071600
829000000	-77.793007	-72.071600
830000000	-77.965828	-72.071600
831000000	-77.857239	-72.071600
832000000	-77.888084	-72.071600
833000000	-78.155624	-72.071600
834000000	-77.849289	-72.071600
835000000	-78.037910	-72.071600
836000000	-78.021019	-72.071600
837000000	-77.592781	-72.071600
838000000	-78.089668	-72.071600
839000000	-78.003853	-72.071600
840000000	-77.989670	-72.071600
841000000	-77.951439	-72.071600
842000000	-77.918617	-72.071600
843000000	-78.025398	-72.071600
844000000	-77.845146	-72.071600
845000000	-78.138107	-72.071600
846000000	-77.818184	-72.071600
847000000	-78.082314	-72.071600
848000000	-77.876282	-72.071600
849000000	-78.084381	-72.071600
850000000	-78.040771	-72.071600
851000000	-77.910973	-72.071600
852000000	-77.971741	-72.071600
853000000	-78.090576	-72.071600
854000000	-77.845940	-72.071600
855000000	-78.144653	-72.071600
856000000	-77.983437	-72.071600
857000000	-78.086586	-72.071600
858000000	-77.806770	-72.071600
859000000	-78.074028	-72.071600
860000000	-77.816902	-72.071600
861000000	-77.872307	-72.071600
